antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Goals_High'}),"frozenset({'Away_Weak', 'Result_Home Win'})",0.15742346630097204,0.43262211107974025,0.09059008591134594,0.5754547783756085,1.3301557262974513,1.0,0.022485213586729072,1.3364368741434967,0.294582528931813,0.1813776952273278,0.2517416876566761,0.3924262517647202
frozenset({'Goals_High'}),frozenset({'Result_Home Win'}),0.15742346630097204,0.48162787883676844,0.10018956963659097,0.6364335126825519,1.3214216631721387,1.0,0.02437003948292231,1.4257973142354423,0.288685095381143,0.18592814371257485,0.29863803921090176,0.4222281456721527
"frozenset({'Result_Home Win', 'Tournament_FIFA World Cup', 'Away_Weak'})","frozenset({'Home_Medium', 'Venue_Home Venue'})",0.11055539870124632,0.45524946557496065,0.06643004073730488,0.600875592849325,1.3198820389397816,1.0,0.01609975456213579,1.3648639989570683,0.2724807544919768,0.13302641143687907,0.2673262678449071,0.3733978389514633
"frozenset({'Home_Medium', 'Goals_Medium', 'Away_Weak'})",frozenset({'Result_Home Win'}),0.17444439962892752,0.48162787883676844,0.1107167345621748,0.6346820809248555,1.3177851798316675,1.0,0.02669944839394088,1.4189616607790987,0.2921074898379735,0.2030175282893277,0.29525932402504995,0.4322811627302445
"frozenset({'Home_Medium', 'Goals_Medium', 'Venue_Home Venue'})","frozenset({'Result_Home Win', 'Away_Weak'})",0.15084902996813618,0.43262211107974025,0.08562900818779494,0.5676470588235294,1.3121082910135897,1.0,0.020368382388648867,1.31230260022373,0.2801242558566106,0.17200032407032326,0.23798063051196164,0.3827886608680392
"frozenset({'Result_Home Win', 'Tournament_Friendly'})","frozenset({'Home_Medium', 'Venue_Home Venue', 'Away_Weak'})",0.15839148146654297,0.38252732626144476,0.07921590771588755,0.5001273236567354,1.3074290104830706,1.0,0.018626837807901683,1.2352599030928713,0.2793936988675484,0.1715733379924871,0.19045376807246986,0.35360647076974266
"frozenset({'Result_Home Win', 'Tournament_FIFA World Cup'})","frozenset({'Home_Medium', 'Venue_Home Venue'})",0.12148590327915137,0.45524946557496065,0.07163312225224862,0.5896414342629482,1.2952051102756512,1.0,0.016326729709523598,1.3274988751522805,0.2594397919337087,0.14181905294258565,0.2467036931498057,0.3734952985082793
"frozenset({'Away_Weak', 'Tournament_UEFA'})",frozenset({'Venue_Home Venue'}),0.06534102367603759,0.7174605735489856,0.06005727423062961,0.9191358024691358,1.2810959045770904,1.0,0.013177665907741838,3.49399901412705,0.2347576179487041,0.08309615491935933,0.7137949965192413,0.5014219601506912
"frozenset({'Home_Medium', 'Goals_Medium', 'Venue_Home Venue'})",frozenset({'Result_Home Win'}),0.15084902996813618,0.48162787883676844,0.09268745210341629,0.6144385026737967,1.2757536049569922,1.0,0.02003435377527875,1.344460286512126,0.25454788005091544,0.1717103788388254,0.256207111483928,0.4034423482299559
frozenset({'Home_Strong'}),"frozenset({'Away_Weak', 'Result_Home Win'})",0.1569394587181866,0.43262211107974025,0.08603234784011617,0.5481881264456437,1.2671292391354507,1.0,0.018136867897742534,1.2557834845214622,0.25005857486971883,0.17085869913489266,0.20368438323500712,0.3735253516807745
"frozenset({'Result_Home Win', 'Home_Medium', 'Tournament_FIFA World Cup', 'Away_Weak'})",frozenset({'Venue_Home Venue'}),0.07316581293106926,0.7174605735489856,0.06643004073730488,0.9079382579933847,1.2654887132015957,1.0,0.013936454627602138,3.0690210753421527,0.22635273255618685,0.09172932330827066,0.6741632020599552,0.5002643842249361
"frozenset({'Tournament_Other', 'Home_Medium', 'Venue_Home Venue'})","frozenset({'Result_Home Win', 'Away_Weak'})",0.09906021861009155,0.43262211107974025,0.05416851530673981,0.5468241042345278,1.2639763207427417,1.0,0.01131287440762143,1.252003679414338,0.23180898729543675,0.11343863501984967,0.2012803025724495,0.3360169374426415
"frozenset({'Away_Weak', 'Goals_Medium', 'Tournament_Friendly'})",frozenset({'Result_Home Win'}),0.08913806316298956,0.48162787883676844,0.05424918323720405,0.6085972850678733,1.2636255329275423,1.0,0.011317806952395502,1.3243958240124178,0.22904273652566565,0.10502889270654382,0.24493872461000482,0.36061720881816745
"frozenset({'Away_Weak', 'Goals_Medium'})",frozenset({'Result_Home Win'}),0.27697333924898154,0.48162787883676844,0.1685556407050377,0.6085626911314985,1.2635537058222295,1.0,0.03515755882821406,1.3242787782841932,0.28848358718730327,0.28566545901975526,0.24487198889069742,0.4792666901767534
"frozenset({'Home_Medium', 'Tournament_FIFA World Cup', 'Result_Home Win'})",frozenset({'Venue_Home Venue'}),0.07941757754204816,0.7174605735489856,0.07163312225224862,0.9019807008633824,1.257185041404646,1.0,0.014654141519059707,2.8824877237411783,0.22222034731892773,0.09877092486513542,0.6530774470386639,0.5009116456869195
